Image Link,Title,Price
https://backend.scanini.tn/api/images/plates/23/1722384257176-299633537-25.png,Chocolat Chaud,8.000 DT
https://backend.scanini.tn/api/images/plates/23/1722375980593-865309764-17.png,Chocolat Chaud Kolla,13.000 DT
