Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722802499386-635466042-31634289-pi%C3%83%C2%A8ce-grill%C3%83%C2%A9-escalope-de-poulet-r%C3%83%C2%B4ti.jpg,Escalope Grillée,18.000 DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722375131831-513255286-65.png,Escalope Panée,20.000 DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722802645565-770837466-i107308-escalopes-de-veau-champignons.jpg,Supreme De Poulet,25.000 DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722610966570-742845520-slovenia-240817-v.jpg,Grillade Mixte,34.000 DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722374654474-593160427-33.png,Filet De Veau Sau...,45.000 DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722388390408-561541698-88.png,Agneau Farcie,DT,Viandes Et Volailles,Cuisine
https://backend.scanini.tn/api/images/plates/23/1722388382471-422812937-89.png,Gigot Farcie,DT,Viandes Et Volailles,Cuisine
