Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722303715703-48092471-39.png,Vanille,13.000 DT,Smoothies,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303739324-146026008-41.png,Banane,13.000 DT,Smoothies,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303763179-730203936-63.png,Strawberry,13.000 DT,Smoothies,Drinks
https://backend.scanini.tn/api/images/plates/23/1722388528444-222905156-78.png,Butter Banana,14.000 DT,Smoothies,Drinks
https://backend.scanini.tn/api/images/plates/23/1722386459752-728177821-80.png,Berry Bills,14.000 DT,Smoothies,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303884952-447327843-40.png,Pina Colada,14.000 DT,Smoothies,Drinks
