Image Link,Title,Price
https://backend.scanini.tn/api/images/plates/23/1722376057743-275695193-28.png,Thé Vert,3.500 DT
https://backend.scanini.tn/api/images/plates/23/1722376071162-678783561-7.png,Thé Menthe,4.500 DT
https://backend.scanini.tn/api/images/plates/23/1722376085294-387524907-23.png,Thé Infusion,4.500 DT
https://backend.scanini.tn/api/images/plates/23/1722376116470-810740472-45.png,Thé Amande,8.000 DT
https://backend.scanini.tn/api/images/plates/23/1722376147678-104042997-60.png,Thé Fruits Secs,12.000 DT
