Image Link,Title,Price
https://backend.scanini.tn/api/images/plates/23/1722373408350-174872470-44.png,Fondant Chocolat,13.000 DT
https://backend.scanini.tn/api/images/plates/23/1722389549928-797703616-kolla-375.png,Fondant Pistache,14.000 DT
https://backend.scanini.tn/api/images/plates/23/1722373466229-850586066-46.png,Chesse Cake,15.000 DT
https://backend.scanini.tn/api/images/plates/23/1722374023457-610270968-47.png,San Sebastian,15.000 DT
