Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722372710135-778879658-55.png,Quick,9.000 DT,Petit-déjeuner,Petit-Déjeuner
https://backend.scanini.tn/api/images/plates/23/1722372728563-22434394-76.png,Kids,17.000 DT,Petit-déjeuner,Petit-Déjeuner
https://backend.scanini.tn/api/images/plates/23/1722372750555-365914061-49.png,Sweet,25.000 DT,Petit-déjeuner,Petit-Déjeuner
https://backend.scanini.tn/api/images/plates/23/1722372767989-511049015-56.png,Salty,34.000 DT,Petit-déjeuner,Petit-Déjeuner
https://backend.scanini.tn/api/images/plates/23/1722372789802-356560173-51.png,El Kolla (Traditi...,65.000 DT,Petit-déjeuner,Petit-Déjeuner
