Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722388440426-332740154-94.png,Fakher,9.000 DT,Chicha,Chicha
https://backend.scanini.tn/api/images/plates/23/1722388449322-320028847-93.png,Adalyia,11.000 DT,Chicha,Chicha
