Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722373000910-927464587-4.png,Jambon Fromage,10.000 DT,Omelette,Salé
https://backend.scanini.tn/api/images/plates/23/1722373020663-913536200-4.png,Thon Fromage,12.000 DT,Omelette,Salé
https://backend.scanini.tn/api/images/plates/23/1722373049453-515537299-4.png,Poulet Champignons,15.000 DT,Omelette,Salé
