Image Link,Title,Price
https://backend.scanini.tn/api/images/plates/23/1722386871904-36543699-77.png,Chocolat,10.000 DT
https://backend.scanini.tn/api/images/plates/23/1722386884378-238121079-77.png,Nutella,12.000 DT
https://backend.scanini.tn/api/images/plates/23/1722373826102-904133864-75.png,Nutella Oreo,13.000 DT
https://backend.scanini.tn/api/images/plates/23/1722373837835-565132257-69.png,Nutella Lotus,13.000 DT
https://backend.scanini.tn/api/images/plates/23/1722386914550-948532197-16.png,Nutella Fruits Secs,15.000 DT
