Image Link,Title,Price
https://backend.scanini.tn/api/images/plates/23/1722303223367-912937644-42.png,Classic,13.000 DT
https://backend.scanini.tn/api/images/plates/23/1722303255680-776251320-34.png,Jwajem Kolla,17.000 DT
