Image Link,Title,Price,sub-category,category
https://backend.scanini.tn/api/images/plates/23/1722303287228-431872160-36.png,Virgin,9.000 DT,Mojito,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303298847-143532699-9.png,Blue,11.000 DT,Mojito,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303316543-825491977-35.png,Fruit Rouge,11.000 DT,Mojito,Drinks
https://backend.scanini.tn/api/images/plates/23/1722303329629-192786786-1.png,Energétique,15.000 DT,Mojito,Drinks
